facility_name,hcahps_measure_id,hcahps_question,hcahps_answer_description,patient_survey_star_rating,number_of_completed_surveys
SAINT THOMAS HOSPITAL FOR SPINAL SURGERY,H_COMP_7_LINEAR_SCORE,Care transition - linear mean score,Care transition - linear mean score,Not Applicable,337
SAINT THOMAS HOSPITAL FOR SPINAL SURGERY,H_COMP_7_STAR_RATING,Care transition - star rating,Care transition - star rating,5,337
SAINT THOMAS HOSPITAL FOR SPINAL SURGERY,H_CT_PREFER_A,"Patients who ""Agree"" that the staff took my preferences into account when determining my health care needs","Patients who ""Agree"" that staff took their preferences into account",Not Applicable,337
SAINT THOMAS HOSPITAL FOR SPINAL SURGERY,H_CT_PREFER_D_SD,"Patients who ""Disagree"" or ""Strongly Disagree"" that the staff took my preferences into account when determining my health care needs","Patients who ""Disagree"" or ""Strongly Disagree"" that staff took their preferences into account",Not Applicable,337
SAINT THOMAS HOSPITAL FOR SPINAL SURGERY,H_CT_PREFER_SA,"Patients who ""Strongly Agree"" that the staff took my preferences into account when determining my health care needs","Patients who ""Strongly Agree"" that staff took their preferences into account",Not Applicable,337
SAINT THOMAS HOSPITAL FOR SPINAL SURGERY,H_CT_UNDER_A,"Patients who ""Agree"" that they understood their responsiblities in managing their health","Patients who ""Agree"" they understood their responsiblities when they left the hospital",Not Applicable,337
SAINT THOMAS HOSPITAL FOR SPINAL SURGERY,H_CT_UNDER_D_SD,"Patients who ""Disagree"" or ""Strongly Disagree"" that they understood their responsiblities in managing their health","Patients who ""Disagree"" or ""Strongly Disagree"" they understood their responsiblities when they left the hospital",Not Applicable,337
SAINT THOMAS HOSPITAL FOR SPINAL SURGERY,H_CT_UNDER_SA,"Patients who ""Strongly Agree"" that they understood their responsiblities in managing their health","Patients who ""Strongly Agree"" they understood their responsiblities when they left the hospital",Not Applicable,337
SAINT THOMAS HOSPITAL FOR SPINAL SURGERY,H_CT_MED_A,"Patients who ""Agree"" that they understood the purposes of their medications when leaving the hospital","Patients who ""Agree"" they understood their medications when they left the hospital",Not Applicable,337
SAINT THOMAS HOSPITAL FOR SPINAL SURGERY,H_CT_MED_D_SD,"Patients who ""Disagree"" or ""Strongly Disagree"" that they understood the purposes of their medications when leaving the hospital","Patients who ""Disagree"" or ""Strongly Disagree"" they understood their medications when they left the hospital",Not Applicable,337
SAINT THOMAS HOSPITAL FOR SPINAL SURGERY,H_CT_MED_SA,"Patients who ""Strongly Agree"" that they understood the purposes of their medications when leaving the hospital","Patients who ""Strongly Agree"" they understood their medications when they left the hospital",Not Applicable,337
SAINT THOMAS HOSPITAL FOR SPINAL SURGERY,H_CLEAN_HSP_A_P,"Patients who reported that their room and bathroom were ""Always"" clean","Room was ""always"" clean",Not Applicable,337
SAINT THOMAS HOSPITAL FOR SPINAL SURGERY,H_CLEAN_HSP_SN_P,"Patients who reported that their room and bathroom were ""Sometimes"" or ""Never"" clean","Room was ""sometimes"" or ""never"" clean",Not Applicable,337
SAINT THOMAS HOSPITAL FOR SPINAL SURGERY,H_CLEAN_HSP_U_P,"Patients who reported that their room and bathroom were ""Usually"" clean","Room was ""usually"" clean",Not Applicable,337
SAINT THOMAS HOSPITAL FOR SPINAL SURGERY,H_CLEAN_LINEAR_SCORE,Cleanliness - linear mean score,Cleanliness - linear mean score,Not Applicable,337
SAINT THOMAS HOSPITAL FOR SPINAL SURGERY,H_CLEAN_STAR_RATING,Cleanliness - star rating,Cleanliness - star rating,4,337
SAINT THOMAS HOSPITAL FOR SPINAL SURGERY,H_QUIET_HSP_A_P,"Patients who reported that the area around their room was ""Always"" quiet at night","""Always"" quiet at night",Not Applicable,337
SAINT THOMAS HOSPITAL FOR SPINAL SURGERY,H_QUIET_HSP_SN_P,"Patients who reported that the area around their room was ""Sometimes"" or ""Never"" quiet at night","""Sometimes"" or ""never"" quiet at night",Not Applicable,337
SAINT THOMAS HOSPITAL FOR SPINAL SURGERY,H_QUIET_HSP_U_P,"Patients who reported that the area around their room was ""Usually"" quiet at night","""Usually"" quiet at night",Not Applicable,337
SAINT THOMAS HOSPITAL FOR SPINAL SURGERY,H_QUIET_LINEAR_SCORE,Quietness - linear mean score,Quietness - linear mean score,Not Applicable,337
SAINT THOMAS HOSPITAL FOR SPINAL SURGERY,H_QUIET_STAR_RATING,Quietness - star rating,Quietness - star rating,5,337
SAINT THOMAS HOSPITAL FOR SPINAL SURGERY,H_HSP_RATING_0_6,Patients who gave their hospital a rating of 6 or lower on a scale from 0 (lowest) to 10 (highest),"Patients who gave a rating of ""6"" or lower (low)",Not Applicable,337
SAINT THOMAS HOSPITAL FOR SPINAL SURGERY,H_HSP_RATING_7_8,Patients who gave their hospital a rating of 7 or 8 on a scale from 0 (lowest) to 10 (highest),"Patients who gave a rating of ""7"" or ""8"" (medium)",Not Applicable,337
SAINT THOMAS HOSPITAL FOR SPINAL SURGERY,H_HSP_RATING_9_10,Patients who gave their hospital a rating of 9 or 10 on a scale from 0 (lowest) to 10 (highest),"Patients who gave a rating of ""9"" or ""10"" (high)",Not Applicable,337
SAINT THOMAS HOSPITAL FOR SPINAL SURGERY,H_HSP_RATING_LINEAR_SCORE,Overall hospital rating - linear mean score,Overall hospital rating - linear mean score,Not Applicable,337
SAINT THOMAS HOSPITAL FOR SPINAL SURGERY,H_HSP_RATING_STAR_RATING,Overall hospital rating - star rating,Overall hospital rating - star rating,5,337
SAINT THOMAS HOSPITAL FOR SPINAL SURGERY,H_RECMND_DN,"Patients who reported NO, they would probably not or definitely not recommend the hospital","""NO"", patients would not recommend the hospital (they probably would not or definitely would not recommend it)",Not Applicable,337
SAINT THOMAS HOSPITAL FOR SPINAL SURGERY,H_RECMND_DY,"Patients who reported YES, they would definitely recommend the hospital","""YES"", patients would definitely recommend the hospital",Not Applicable,337
SAINT THOMAS HOSPITAL FOR SPINAL SURGERY,H_RECMND_PY,"Patients who reported YES, they would probably recommend the hospital","""YES"", patients would probably recommend the hospital",Not Applicable,337
SAINT THOMAS HOSPITAL FOR SPINAL SURGERY,H_RECMND_LINEAR_SCORE,Recommend hospital - linear mean score,Recommend hospital - linear mean score,Not Applicable,337
SAINT THOMAS HOSPITAL FOR SPINAL SURGERY,H_RECMND_STAR_RATING,Recommend hospital - star rating,Recommend hospital - star rating,5,337
SAINT THOMAS HOSPITAL FOR SPINAL SURGERY,H_STAR_RATING,Summary star rating,Summary star rating,5,337
